Sex,SmokingStatus,IssueAge,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
F,NS,51,0.28,0.67,1.02,1.15,1.29,1.44,1.58,1.76,1.99,2.30,2.67,3.04,3.44,3.84,4.32,4.90,5.45,6.05,6.80,7.79,8.97,10.07,11.35,12.83,14.53,16.49,18.77,21.47,24.71,28.54,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,52,0.29,0.79,1.08,1.24,1.40,1.56,1.74,1.94,2.21,2.56,2.92,3.28,3.69,4.15,4.70,5.34,5.95,6.66,7.56,8.69,10.07,11.35,12.83,14.53,16.49,18.77,21.47,24.71,28.54,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,53,0.30,0.84,1.13,1.32,1.53,1.71,1.92,2.16,2.47,2.84,3.20,3.55,3.98,4.52,5.16,5.86,6.59,7.47,8.53,9.80,11.35,12.83,14.53,16.49,18.77,21.47,24.71,28.54,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,54,0.31,0.86,1.17,1.38,1.67,1.89,2.14,2.41,2.76,3.13,3.48,3.83,4.33,4.96,5.70,6.52,7.38,8.41,9.68,11.22,12.83,14.53,16.49,18.77,21.47,24.71,28.54,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,55,0.32,0.87,1.19,1.45,1.85,2.12,2.40,2.70,3.06,3.42,3.75,4.15,4.73,5.48,6.35,7.31,8.35,9.54,11.03,12.83,14.53,16.49,18.77,21.47,24.71,28.54,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,56,0.33,0.88,1.21,1.56,2.08,2.38,2.69,3.01,3.36,3.68,4.02,4.48,5.19,6.08,7.10,8.23,9.46,10.84,12.52,14.53,16.49,18.77,21.47,24.71,28.54,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,57,0.34,0.90,1.23,1.74,2.34,2.68,3.00,3.30,3.62,3.92,4.29,4.87,5.74,6.79,7.98,9.30,10.72,12.29,14.20,16.49,18.77,21.47,24.71,28.54,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,58,0.35,0.92,1.28,1.98,2.64,2.99,3.29,3.56,3.84,4.17,4.63,5.37,6.44,7.67,9.05,10.58,12.20,13.99,16.17,18.77,21.47,24.71,28.54,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,59,0.39,0.95,1.41,2.26,2.95,3.28,3.54,3.77,4.05,4.45,5.07,6.03,7.31,8.73,10.33,12.06,13.91,15.89,18.44,21.47,24.71,28.54,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,60,0.46,0.99,1.64,2.53,3.24,3.52,3.74,3.97,4.30,4.83,5.67,6.88,8.37,10.01,11.81,13.76,15.82,18.10,21.15,24.71,28.54,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,61,0.55,1.07,1.94,2.74,3.48,3.71,3.91,4.20,4.65,5.37,6.46,7.93,9.63,11.46,13.45,15.64,18.04,20.97,24.56,28.54,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,62,0.66,1.21,2.29,2.98,3.65,3.89,4.14,4.55,5.17,6.12,7.48,9.19,11.08,13.10,15.31,17.79,20.81,24.30,28.54,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,63,0.77,1.45,2.62,3.25,3.77,4.10,4.53,5.12,5.90,7.11,8.72,10.62,12.66,14.87,17.37,20.49,24.14,28.30,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,64,0.88,1.78,2.89,3.42,3.91,4.44,5.10,5.83,6.82,8.34,10.17,12.18,14.38,16.77,19.66,23.66,27.86,32.63,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,65,0.97,2.02,3.09,3.55,4.12,4.93,5.76,6.67,7.97,9.81,11.82,13.90,16.30,19.11,22.48,27.08,32.24,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,66,1.08,2.13,3.25,3.67,4.41,5.47,6.51,7.70,9.34,11.52,13.71,15.98,18.46,21.74,25.55,30.75,36.89,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,67,1.20,2.21,3.38,3.86,4.84,6.13,7.41,8.92,10.93,13.44,15.87,18.33,21.26,24.91,28.74,34.94,41.77,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,68,1.33,2.30,3.51,4.20,5.41,6.91,8.45,10.30,12.70,15.60,18.20,21.14,24.74,28.61,33.41,40.70,48.51,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,69,1.47,2.40,3.67,4.62,6.11,7.79,9.58,11.80,14.67,18.01,21.02,24.57,28.49,33.22,40.14,48.38,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,70,1.63,2.52,3.86,5.11,6.90,8.74,10.80,13.45,16.85,20.68,24.40,28.20,32.97,39.32,47.64,56.25,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,71,1.81,2.69,4.11,5.77,7.77,9.73,12.09,15.24,19.27,23.71,27.99,32.04,38.11,45.92,55.14,63.95,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,72,2.00,2.90,4.43,6.57,8.66,10.77,13.48,17.21,22.00,27.14,31.81,36.74,44.06,53.27,63.46,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,73,2.27,3.17,4.86,7.44,9.60,11.87,14.99,19.44,25.12,30.91,36.00,42.22,50.84,61.45,72.79,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,74,2.61,3.49,5.41,8.36,10.57,13.05,16.72,22.02,28.62,35.11,40.64,48.09,58.03,70.36,82.88,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,75,3.00,3.87,6.10,9.35,11.61,14.40,18.73,24.95,32.58,39.82,46.42,55.48,67.01,80.67,94.02,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,76,3.41,4.34,6.95,10.41,12.77,15.96,21.03,28.34,37.14,45.11,54.00,64.93,78.17,92.99,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,77,3.86,4.90,7.97,11.58,14.10,17.76,23.74,32.34,42.39,51.50,62.69,75.69,91.20,106.07,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,78,4.33,5.60,9.20,12.89,15.58,19.88,26.99,37.09,48.47,59.83,73.23,88.90,105.27,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,79,4.65,6.45,10.66,14.30,17.29,22.44,30.96,42.79,56.16,70.54,86.67,104.40,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,80,4.93,7.47,12.31,15.84,19.30,25.72,35.85,49.71,65.37,82.46,101.67,119.05,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,81,5.39,8.65,14.15,17.55,22.30,30.17,41.98,58.33,76.88,97.19,117.53,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,NS,82,6.07,10.00,16.30,20.36,26.47,35.82,50.22,70.42,93.43,115.87,133.11,147.81,163.12,180.74,201.27,223.74,248.02,273.79,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
